Fecha;Hora;Temperatura
06/30/23;3:00:00;8.581
06/30/23;4:00:00;8.382
06/30/23;5:00:00;6.37
06/30/23;6:00:00;4.831
06/30/23;7:00:00;4.415
06/30/23;8:00:00;4.415
06/30/23;9:00:00;4.311
06/30/23;10:00:00;4.311
06/30/23;11:00:00;4.311
44933;;4.207
44933,04;6666667;4.207
44933,08;3333333;3.998
44933,12;;3.893
44933,16;6666667;3.893
44933,2;3333333;3.893
44933,25;;3.893
44933,29;6666667;4.102
44933,33;3333333;4.934
44933,37;;5.86
44933,41;6666667;7.782
44933,45;3333333;7.582
44933,5;;7.381
44933,54;6666667;6.877
44933,58;3333333;9.077
44933,62;;8.68
44933,66;6666667;8.68
44933,7;3333333;8.082
44933,75;;5.244
44933,79;6666667;4.102
44933,83;3333333;3.893
44933,87;;3.893
44933,91;6666667;3.683
44933,95;3333333;3.367
44964;;3.155
44964,04;6666667;2.837
44964,08;3333333;3.155
44964,12;;3.472
44964,16;6666667;3.472
44964,2;3333333;3.367
44964,25;;3.049
44964,29;6666667;3.367
44964,33;3333333;4.727
44964,37;;6.573
44964,41;6666667;9.373
44964,45;3333333;9.965
44964,5;;10.455
44964,54;6666667;12.013
44964,58;3333333;13.269
44964,62;;17.094
44964,66;6666667;10.455
44964,7;3333333;8.082
44964,75;;6.268
44964,79;6666667;5.552
44964,83;3333333;5.347
44964,87;;5.141
44964,91;6666667;4.727
44964,95;3333333;4.207
44992;;3.578
44992,04;6666667;3.261
44992,08;3333333;3.788
44992,12;;4.102
44992,16;6666667;4.207
44992,2;3333333;4.207
44992,25;;3.998
44992,29;6666667;4.311
44992,33;3333333;6.573
44992,37;;8.581
44992,41;6666667;10.944
44992,45;3333333;12.594
44992,5;;13.269
44992,54;6666667;16.523
44992,58;3333333;17.855
44992,62;;13.076
44992,66;6666667;14.325
44992,7;3333333;10.846
44992,75;;7.079
44992,79;6666667;6.166
44992,83;3333333;6.064
44992,87;;5.757
44992,91;6666667;5.757
44992,95;3333333;5.45
45023;;4.831
45023,04;6666667;2.41
45023,08;3333333;1.764
45023,12;;0.232
45023,16;6666667;-0.213
45023,2;3333333;0.01
45023,25;;0.343
45023,29;6666667;0.784
45023,33;3333333;4.311
45023,37;;7.983
45023,41;6666667;10.161
45023,45;3333333;11.334
45023,5;;12.594
45023,54;6666667;11.041
45023,58;3333333;11.819
45023,62;;16.141
45023,66;6666667;14.038
45023,7;3333333;15.855
45023,75;;9.571
45023,79;6666667;6.268
45023,83;3333333;6.166
45023,87;;3.261
45023,91;6666667;2.303
45023,95;3333333;4.311
45053;;4.311
45053,04;6666667;4.102
45053,08;3333333;4.727
45053,12;;3.998
45053,16;6666667;3.155
45053,2;3333333;2.195
45053,25;;1.656
45053,29;6666667;2.088
45053,33;3333333;3.893
45053,37;;8.382
45053,41;6666667;9.571
45053,45;3333333;9.768
45053,5;;12.98
45053,54;6666667;13.942
45053,58;3333333;15.855
45053,62;;15.855
45053,66;6666667;9.077
45053,7;3333333;7.481
45053,75;;6.573
45053,79;6666667;5.962
45053,83;3333333;5.655
45053,87;;5.347
45053,91;6666667;4.831
45053,95;3333333;5.037
45084;;4.934
45084,04;6666667;4.831
45084,08;3333333;4.727
45084,12;;4.623
45084,16;6666667;4.519
45084,2;3333333;4.415
45084,25;;4.207
45084,29;6666667;5.141
45084,33;3333333;6.268
45084,37;;7.28
45084,41;6666667;8.779
45084,45;3333333;9.669
45084,5;;12.207
45084,54;6666667;11.625
45084,58;3333333;9.077
45084,62;;12.207
45084,66;6666667;9.373
45084,7;3333333;9.472
45084,75;;6.166
45084,79;6666667;5.552
45084,83;3333333;5.141
45084,87;;4.934
45084,91;6666667;4.831
45084,95;3333333;4.831
45114;;4.831
45114,04;6666667;4.934
45114,08;3333333;4.831
45114,12;;4.727
45114,16;6666667;4.623
45114,2;3333333;4.623
45114,25;;4.519
45114,29;6666667;4.727
45114,33;3333333;5.552
45114,37;;6.775
45114,41;6666667;7.582
45114,45;3333333;9.669
45114,5;;10.357
45114,54;6666667;9.373
45114,58;3333333;10.357
45114,62;;14.996
45114,66;6666667;10.259
45114,7;3333333;12.304
45114,75;;7.179
45114,79;6666667;4.519
45114,83;3333333;5.037
45114,87;;5.347
45114,91;6666667;5.141
45114,95;3333333;4.831
45145;;2.41
45145,04;6666667;1.112
45145,08;3333333;1.548
45145,12;;1.872
45145,16;6666667;2.517
45145,2;3333333;3.049
45145,25;;3.367
45145,29;6666667;3.893
45145,33;3333333;4.727
45145,37;;6.37
45145,41;6666667;7.782
45145,45;3333333;9.077
45145,5;;12.594
45145,54;6666667;8.978
45145,58;3333333;9.866
45145,62;;10.161
45145,66;6666667;9.965
45145,7;3333333;8.879
45145,75;;6.064
45145,79;6666667;5.037
45145,83;3333333;4.727
45145,87;;4.519
45145,91;6666667;4.415
45145,95;3333333;4.415
45176;;4.415
45176,04;6666667;4.207
45176,08;3333333;3.683
45176,12;;3.893
45176,16;6666667;4.102
45176,2;3333333;3.578
45176,25;;3.261
45176,29;6666667;2.303
45176,33;3333333;4.102
45176,37;;5.244
45176,41;6666667;6.268
45176,45;3333333;7.582
45176,5;;7.481
45176,54;6666667;6.37
45176,58;3333333;5.757
45176,62;;5.45
45176,66;6666667;10.259
45176,7;3333333;6.674
45176,75;;4.727
45176,79;6666667;4.102
45176,83;3333333;3.683
45176,87;;3.683
45176,91;6666667;3.578
45176,95;3333333;3.578
45206;;3.578
45206,04;6666667;3.578
45206,08;3333333;3.155
45206,12;;3.049
45206,16;6666667;3.049
45206,2;3333333;3.261
45206,25;;3.155
45206,29;6666667;3.367
45206,33;3333333;4.102
45206,37;;4.727
45206,41;6666667;5.244
45206,45;3333333;7.28
45206,5;;6.877
45206,54;6666667;7.28
45206,58;3333333;6.877
45206,62;;5.962
45206,66;6666667;7.983
45206,7;3333333;5.45
45206,75;;4.623
45206,79;6666667;3.578
45206,83;3333333;3.049
45206,87;;2.517
45206,91;6666667;3.049
45206,95;3333333;3.261
45237;;3.683
45237,04;6666667;3.367
45237,08;3333333;3.261
45237,12;;3.472
45237,16;6666667;3.261
45237,2;3333333;3.367
45237,25;;3.049
45237,29;6666667;3.155
45237,33;3333333;3.788
45237,37;;4.831
45237,41;6666667;5.45
45237,45;3333333;6.471
45237,5;;6.674
45237,54;6666667;7.381
45237,58;3333333;6.674
45237,62;;8.182
45237,66;6666667;5.757
45237,7;3333333;5.347
45237,75;;4.519
45237,79;6666667;3.788
45237,83;3333333;3.367
45237,87;;3.155
45237,91;6666667;2.73
45237,95;3333333;2.303
45267;;1.98
45267,04;6666667;2.517
45267,08;3333333;2.73
45267,12;;2.624
45267,16;6666667;2.73
45267,2;3333333;2.837
45267,25;;2.73
45267,29;6666667;3.049
45267,33;3333333;3.893
45267,37;;5.552
45267,41;6666667;5.552
45267,45;3333333;6.268
45267,5;;6.268
45267,54;6666667;5.757
45267,58;3333333;6.674
45267,62;;8.779
45267,66;6666667;7.782
45267,7;3333333;6.573
45267,75;;5.141
45267,79;6666667;3.998
45267,83;3333333;3.788
45267,87;;3.578
45267,91;6666667;3.578
45267,95;3333333;3.261
07/13/23;12:00:00;2.943
07/13/23;1:00:00;3.155
07/13/23;2:00:00;3.049
07/13/23;3:00:00;2.943
07/13/23;4:00:00;2.837
07/13/23;5:00:00;3.049
07/13/23;6:00:00;2.943
07/13/23;7:00:00;3.155
07/13/23;8:00:00;4.519
07/13/23;9:00:00;5.757
07/13/23;10:00:00;8.082
07/13/23;11:00:00;6.674
07/13/23;12:00:00;7.782
07/13/23;1:00:00;8.779
07/13/23;2:00:00;12.207
07/13/23;3:00:00;13.461
07/13/23;4:00:00;15.091
07/13/23;5:00:00;10.651
07/13/23;6:00:00;5.86
07/13/23;7:00:00;4.831
07/13/23;8:00:00;4.207
07/13/23;9:00:00;3.893
07/13/23;10:00:00;3.683
07/13/23;11:00:00;3.893
07/14/23;12:00:00;3.893
07/14/23;1:00:00;3.893
07/14/23;2:00:00;3.788
07/14/23;3:00:00;3.683
07/14/23;4:00:00;3.683
07/14/23;5:00:00;3.472
07/14/23;6:00:00;3.367
07/14/23;7:00:00;3.472
07/14/23;8:00:00;4.102
07/14/23;9:00:00;6.064
07/14/23;10:00:00;7.381
07/14/23;11:00:00;8.978
07/14/23;12:00:00;6.775
07/14/23;1:00:00;11.431
07/14/23;2:00:00;11.431
07/14/23;3:00:00;8.581
07/14/23;4:00:00;11.528
07/14/23;5:00:00;8.481
07/14/23;6:00:00;6.877
07/14/23;7:00:00;5.244
07/14/23;8:00:00;4.831
07/14/23;9:00:00;4.519
07/14/23;10:00:00;4.311
07/14/23;11:00:00;3.998
07/15/23;12:00:00;3.998
07/15/23;1:00:00;3.578
07/15/23;2:00:00;3.683
07/15/23;3:00:00;3.893
07/15/23;4:00:00;3.893
07/15/23;5:00:00;3.683
07/15/23;6:00:00;3.683
07/15/23;7:00:00;3.893
07/15/23;8:00:00;4.623
07/15/23;9:00:00;5.244
07/15/23;10:00:00;5.757
07/15/23;11:00:00;7.179
07/15/23;12:00:00;7.381
07/15/23;1:00:00;8.978
07/15/23;2:00:00;7.983
07/15/23;3:00:00;9.965
07/15/23;4:00:00;8.978
07/15/23;5:00:00;7.28
07/15/23;6:00:00;5.757
07/15/23;7:00:00;4.102
07/15/23;8:00:00;4.311
07/15/23;9:00:00;4.311
07/15/23;10:00:00;3.998
07/15/23;11:00:00;3.893
07/16/23;12:00:00;3.893
07/16/23;1:00:00;3.893
07/16/23;2:00:00;3.578
07/16/23;3:00:00;3.472
07/16/23;4:00:00;3.155
07/16/23;5:00:00;3.683
07/16/23;6:00:00;3.683
07/16/23;7:00:00;3.893
07/16/23;8:00:00;4.415
07/16/23;9:00:00;5.244
07/16/23;10:00:00;5.347
07/16/23;11:00:00;6.978
07/16/23;12:00:00;7.481
07/16/23;1:00:00;8.082
07/16/23;2:00:00;9.275
07/16/23;3:00:00;8.879
07/16/23;4:00:00;7.983
07/16/23;5:00:00;6.37
07/16/23;6:00:00;5.037
07/16/23;7:00:00;4.415
07/16/23;8:00:00;4.311
07/16/23;9:00:00;4.207
07/16/23;10:00:00;4.102
07/16/23;11:00:00;3.893
07/17/23;12:00:00;3.893
07/17/23;1:00:00;3.893
07/17/23;2:00:00;3.683
07/17/23;3:00:00;3.683
07/17/23;4:00:00;3.683
07/17/23;5:00:00;3.472
07/17/23;6:00:00;3.578
07/17/23;7:00:00;3.788
07/17/23;8:00:00;4.207
07/17/23;9:00:00;5.347
07/17/23;10:00:00;6.978
07/17/23;11:00:00;7.381
07/17/23;12:00:00;6.877
07/17/23;1:00:00;5.962
07/17/23;2:00:00;6.471
07/17/23;3:00:00;6.471
07/17/23;4:00:00;5.757
07/17/23;5:00:00;4.831
07/17/23;6:00:00;4.102
07/17/23;7:00:00;3.893
07/17/23;8:00:00;3.683
07/17/23;9:00:00;3.788
07/17/23;10:00:00;3.893
07/17/23;11:00:00;3.893
07/18/23;12:00:00;3.893
07/18/23;1:00:00;3.893
07/18/23;2:00:00;3.683
07/18/23;3:00:00;3.261
07/18/23;4:00:00;3.578
07/18/23;5:00:00;3.788
07/18/23;6:00:00;3.683
07/18/23;7:00:00;2.837
07/18/23;8:00:00;3.049
07/18/23;9:00:00;2.73
07/18/23;10:00:00;3.367
07/18/23;11:00:00;3.683
07/18/23;12:00:00;4.623
07/18/23;1:00:00;9.965
07/18/23;2:00:00;6.268
07/18/23;3:00:00;7.481
07/18/23;4:00:00;7.682
07/18/23;5:00:00;5.655
07/18/23;6:00:00;3.261
07/18/23;7:00:00;2.624
07/18/23;8:00:00;1.764
07/18/23;9:00:00;2.088
07/18/23;10:00:00;1.98
07/18/23;11:00:00;2.303
07/19/23;12:00:00;2.303
07/19/23;1:00:00;2.088
07/19/23;2:00:00;1.656
07/19/23;3:00:00;1.439
07/19/23;4:00:00;1.112
07/19/23;5:00:00;1.112
07/19/23;6:00:00;1.221
07/19/23;7:00:00;1.439
07/19/23;8:00:00;2.624
07/19/23;9:00:00;3.261
07/19/23;10:00:00;5.347
07/19/23;11:00:00;6.471
07/19/23;12:00:00;6.37
07/19/23;1:00:00;5.86
07/19/23;2:00:00;5.757
07/19/23;3:00:00;5.552
07/19/23;4:00:00;5.552
07/19/23;5:00:00;4.934
07/19/23;6:00:00;4.207
07/19/23;7:00:00;3.893
07/19/23;8:00:00;3.788
07/19/23;9:00:00;3.578
07/19/23;10:00:00;3.578
07/19/23;11:00:00;3.578
07/20/23;12:00:00;3.367
07/20/23;1:00:00;3.578
07/20/23;2:00:00;3.367
07/20/23;3:00:00;2.943
07/20/23;4:00:00;2.943
07/20/23;5:00:00;3.155
07/20/23;6:00:00;3.155
07/20/23;7:00:00;3.049
07/20/23;8:00:00;3.261
07/20/23;9:00:00;3.683
07/20/23;10:00:00;5.141
07/20/23;11:00:00;6.268
07/20/23;12:00:00;7.079
07/20/23;1:00:00;7.481
07/20/23;2:00:00;8.182
07/20/23;3:00:00;7.28
07/20/23;4:00:00;6.978
07/20/23;5:00:00;6.268
07/20/23;6:00:00;4.623
07/20/23;7:00:00;3.578
07/20/23;8:00:00;3.367
07/20/23;9:00:00;3.155
07/20/23;10:00:00;3.049
07/20/23;11:00:00;3.155
07/21/23;12:00:00;3.578
07/21/23;1:00:00;3.683
07/21/23;2:00:00;3.578
07/21/23;3:00:00;3.683
07/21/23;4:00:00;3.683
07/21/23;5:00:00;3.683
07/21/23;6:00:00;3.578
07/21/23;7:00:00;3.578
07/21/23;8:00:00;4.102
07/21/23;9:00:00;4.934
07/21/23;10:00:00;5.45
07/21/23;11:00:00;7.481
07/21/23;12:00:00;6.978
07/21/23;1:00:00;7.782
07/21/23;2:00:00;8.082
07/21/23;3:00:00;7.179
07/21/23;4:00:00;6.573
07/21/23;5:00:00;8.879
07/21/23;6:00:00;5.244
07/21/23;7:00:00;3.788
07/21/23;8:00:00;3.788
07/21/23;9:00:00;3.578
07/21/23;10:00:00;3.472
07/21/23;11:00:00;3.578
07/22/23;12:00:00;3.367
07/22/23;1:00:00;3.367
07/22/23;2:00:00;3.578
07/22/23;3:00:00;3.472
07/22/23;4:00:00;3.578
07/22/23;5:00:00;3.578
07/22/23;6:00:00;3.261
07/22/23;7:00:00;3.578
07/22/23;8:00:00;4.415
07/22/23;9:00:00;6.166
07/22/23;10:00:00;6.978
07/22/23;11:00:00;6.877
07/22/23;12:00:00;8.481
07/22/23;1:00:00;7.28
07/22/23;2:00:00;6.775
07/22/23;3:00:00;7.682
07/22/23;4:00:00;8.282
07/22/23;5:00:00;6.064
07/22/23;6:00:00;4.415
07/22/23;7:00:00;3.472
07/22/23;8:00:00;2.837
07/22/23;9:00:00;2.195
07/22/23;10:00:00;2.41
07/22/23;11:00:00;2.837
07/23/23;12:00:00;3.049
07/23/23;1:00:00;3.261
07/23/23;2:00:00;3.367
07/23/23;3:00:00;3.049
07/23/23;4:00:00;2.837
07/23/23;5:00:00;2.41
07/23/23;6:00:00;2.195
07/23/23;7:00:00;2.73
07/23/23;8:00:00;3.683
07/23/23;9:00:00;4.519
07/23/23;10:00:00;6.166
07/23/23;11:00:00;6.775
07/23/23;12:00:00;7.179
07/23/23;1:00:00;7.28
07/23/23;2:00:00;8.481
07/23/23;3:00:00;8.978
07/23/23;4:00:00;8.978
07/23/23;5:00:00;6.978
07/23/23;6:00:00;4.934
07/23/23;7:00:00;4.102
07/23/23;8:00:00;3.788
07/23/23;9:00:00;3.893
07/23/23;10:00:00;3.893
07/23/23;11:00:00;3.893
07/24/23;12:00:00;3.998
07/24/23;1:00:00;3.893
07/24/23;2:00:00;3.893
07/24/23;3:00:00;3.893
07/24/23;4:00:00;3.788
07/24/23;5:00:00;3.683
07/24/23;6:00:00;3.578
07/24/23;7:00:00;3.472
07/24/23;8:00:00;3.998
07/24/23;9:00:00;4.727
07/24/23;10:00:00;5.962
07/24/23;11:00:00;6.268
07/24/23;12:00:00;7.481
07/24/23;1:00:00;7.079
07/24/23;2:00:00;8.481
07/24/23;3:00:00;9.275
07/24/23;4:00:00;9.176
07/24/23;5:00:00;6.268
07/24/23;6:00:00;5.347
07/24/23;7:00:00;3.049
07/24/23;8:00:00;2.73
07/24/23;9:00:00;3.367
07/24/23;10:00:00;3.683
07/24/23;11:00:00;3.788
07/25/23;12:00:00;3.998
07/25/23;1:00:00;3.998
07/25/23;2:00:00;3.998
07/25/23;3:00:00;3.998
07/25/23;4:00:00;3.998
07/25/23;5:00:00;3.998
07/25/23;6:00:00;3.998
07/25/23;7:00:00;4.311
07/25/23;8:00:00;4.934
07/25/23;9:00:00;6.268
07/25/23;10:00:00;8.182
07/25/23;11:00:00;10.357
07/25/23;12:00:00;10.063
07/25/23;1:00:00;12.304
07/25/23;2:00:00;12.883
07/25/23;3:00:00;10.651
07/25/23;4:00:00;11.431
07/25/23;5:00:00;13.461
07/25/23;6:00:00;6.674
07/25/23;7:00:00;5.141
07/25/23;8:00:00;4.415
07/25/23;9:00:00;2.624
07/25/23;10:00:00;1.33
07/25/23;11:00:00;0.893
07/26/23;12:00:00;0.893
07/26/23;1:00:00;1.439
07/26/23;2:00:00;2.943
07/26/23;3:00:00;2.943
07/26/23;4:00:00;2.195
07/26/23;5:00:00;0.563
07/26/23;6:00:00;0.784
07/26/23;7:00:00;0.674
07/26/23;8:00:00;2.303
07/26/23;9:00:00;5.552
07/26/23;10:00:00;8.978
07/26/23;11:00:00;11.528
07/26/23;12:00:00;14.038
07/26/23;1:00:00;16.427
07/26/23;2:00:00;22.046
07/26/23;3:00:00;20.424
07/26/23;4:00:00;25.902
07/26/23;5:00:00;10.748
07/26/23;6:00:00;7.882
07/26/23;7:00:00;5.962
07/26/23;8:00:00;5.347
07/26/23;9:00:00;4.831
07/26/23;10:00:00;5.244
07/26/23;11:00:00;5.037
07/27/23;12:00:00;4.934
07/27/23;1:00:00;4.934
07/27/23;2:00:00;4.934
07/27/23;3:00:00;4.831
07/27/23;4:00:00;4.727
07/27/23;5:00:00;4.311
07/27/23;6:00:00;3.893
07/27/23;7:00:00;4.207
07/27/23;8:00:00;5.86
07/27/23;9:00:00;7.28
07/27/23;10:00:00;9.275
07/27/23;11:00:00;8.879
07/27/23;12:00:00;9.571
07/27/23;1:00:00;12.787
07/27/23;2:00:00;18.616
07/27/23;3:00:00;10.651
07/27/23;4:00:00;9.472
07/27/23;5:00:00;7.481
07/27/23;6:00:00;6.471
07/27/23;7:00:00;5.86
07/27/23;8:00:00;4.934
07/27/23;9:00:00;4.415
07/27/23;10:00:00;3.788
07/27/23;11:00:00;3.578
07/28/23;12:00:00;3.049
07/28/23;1:00:00;3.472
07/28/23;2:00:00;3.578
07/28/23;3:00:00;3.683
07/28/23;4:00:00;3.788
07/28/23;5:00:00;3.998
07/28/23;6:00:00;4.102
07/28/23;7:00:00;4.207
07/28/23;8:00:00;5.244
07/28/23;9:00:00;6.775
07/28/23;10:00:00;7.882
07/28/23;11:00:00;8.282
07/28/23;12:00:00;9.373
07/28/23;1:00:00;10.357
07/28/23;2:00:00;8.182
07/28/23;3:00:00;9.472
07/28/23;4:00:00;9.176
07/28/23;5:00:00;6.877
07/28/23;6:00:00;6.674
07/28/23;7:00:00;5.45
07/28/23;8:00:00;5.347
07/28/23;9:00:00;5.347
07/28/23;10:00:00;5.141
07/28/23;11:00:00;4.727
07/29/23;12:00:00;4.831
07/29/23;1:00:00;4.727
07/29/23;2:00:00;4.311
07/29/23;3:00:00;4.102
07/29/23;4:00:00;4.311
07/29/23;5:00:00;4.415
07/29/23;6:00:00;4.102
07/29/23;7:00:00;4.623
07/29/23;8:00:00;5.347
07/29/23;9:00:00;6.37
07/29/23;10:00:00;6.978
07/29/23;11:00:00;8.282
07/29/23;12:00:00;9.965
07/29/23;1:00:00;9.669
07/29/23;2:00:00;8.581
07/29/23;3:00:00;7.28
07/29/23;4:00:00;7.28
07/29/23;5:00:00;6.573
07/29/23;6:00:00;5.45
07/29/23;7:00:00;4.934
07/29/23;8:00:00;4.727
07/29/23;9:00:00;4.519
07/29/23;10:00:00;4.311
07/29/23;11:00:00;4.102
07/30/23;12:00:00;3.998
07/30/23;1:00:00;4.207
07/30/23;2:00:00;4.102
07/30/23;3:00:00;3.998
07/30/23;4:00:00;3.998
07/30/23;5:00:00;3.893
07/30/23;6:00:00;3.261
07/30/23;7:00:00;3.261
07/30/23;8:00:00;3.893
07/30/23;9:00:00;5.141
07/30/23;10:00:00;6.674
07/30/23;11:00:00;7.079
07/30/23;12:00:00;7.882
07/30/23;1:00:00;8.282
07/30/23;2:00:00;7.983
07/30/23;3:00:00;8.68
07/30/23;4:00:00;7.682
07/30/23;5:00:00;5.86
07/30/23;6:00:00;4.415
07/30/23;7:00:00;3.683
07/30/23;8:00:00;3.049
07/30/23;9:00:00;2.73
07/30/23;10:00:00;2.41
07/30/23;11:00:00;1.872
07/31/23;12:00:00;1.33
07/31/23;1:00:00;1.112
07/31/23;2:00:00;0.893
07/31/23;3:00:00;0.563
07/31/23;4:00:00;0.674
07/31/23;5:00:00;0.563
07/31/23;6:00:00;0.453
07/31/23;7:00:00;0.232
07/31/23;8:00:00;1.439
07/31/23;9:00:00;3.155
07/31/23;10:00:00;5.347
07/31/23;11:00:00;6.268
07/31/23;12:00:00;6.166
07/31/23;1:00:00;6.978
07/31/23;2:00:00;5.244
07/31/23;3:00:00;5.552
07/31/23;4:00:00;5.347
07/31/23;5:00:00;5.141
07/31/23;6:00:00;3.998
07/31/23;7:00:00;3.683
07/31/23;8:00:00;3.472
07/31/23;9:00:00;3.367
07/31/23;10:00:00;3.049
07/31/23;11:00:00;2.943
44934;;3.049
44934,04;6666667;2.943
44934,08;3333333;3.155
44934,12;;2.943
44934,16;6666667;2.303
44934,2;3333333;1.656
44934,25;;1.764
44934,29;6666667;2.088
44934,33;3333333;2.517
44934,37;;3.261
44934,41;6666667;4.207
44934,45;3333333;4.934
44934,5;;6.978
44934,54;6666667;4.831
44934,58;3333333;5.45
44934,62;;4.623
44934,66;6666667;5.037
44934,7;3333333;4.519
44934,75;;3.683
44934,79;6666667;3.367
44934,83;3333333;3.049
44934,87;;2.73
44934,91;6666667;2.837
44934,95;3333333;3.049
44965;;3.261
44965,04;6666667;3.261
44965,08;3333333;3.367
44965,12;;3.261
44965,16;6666667;3.049
44965,2;3333333;3.049
44965,25;;3.049
44965,29;6666667;3.261
44965,33;3333333;3.683
44965,37;;5.037
44965,41;6666667;5.552
44965,45;3333333;6.877
44965,5;;7.882
44965,54;6666667;7.28
44965,58;3333333;7.782
44965,62;;6.775
44965,66;6666667;5.86
44965,7;3333333;4.727
44965,75;;3.472
44965,79;6666667;2.517
44965,83;3333333;2.195
44965,87;;2.088
44965,91;6666667;1.872
44965,95;3333333;2.088
44993;;2.195
44993,04;6666667;2.195
44993,08;3333333;1.98
44993,12;;1.98
44993,16;6666667;1.872
44993,2;3333333;1.764
44993,25;;1.98
44993,29;6666667;2.303
44993,33;3333333;3.367
44993,37;;5.037
44993,41;6666667;6.674
44993,45;3333333;10.455
44993,5;;11.139
44993,54;6666667;10.455
44993,58;3333333;12.98
44993,62;;8.978
44993,66;6666667;9.768
44993,7;3333333;9.373
44993,75;;5.757
44993,79;6666667;4.623
44993,83;3333333;4.102
44993,87;;3.788
44993,91;6666667;3.367
44993,95;3333333;3.472
45024;;3.578
45024,04;6666667;3.788
45024,08;3333333;3.155
45024,12;;3.367
45024,16;6666667;3.155
45024,2;3333333;3.155
45024,25;;3.155
45024,29;6666667;3.578
45024,33;3333333;4.102
45024,37;;5.45
45024,41;6666667;7.481
45024,45;3333333;10.063
45024,5;;12.013
45024,54;6666667;8.382
45024,58;3333333;9.275
45024,62;;10.161
45024,66;6666667;7.682
45024,7;3333333;7.682
45024,75;;7.28
45024,79;6666667;4.831
45024,83;3333333;3.367
45024,87;;3.578
45024,91;6666667;3.683
45024,95;3333333;3.683
45054;;3.578
45054,04;6666667;3.472
45054,08;3333333;3.367
45054,12;;3.367
45054,16;6666667;3.049
45054,2;3333333;2.943
45054,25;;3.261
45054,29;6666667;3.578
45054,33;3333333;4.519
45054,37;;5.655
45054,41;6666667;7.381
45054,45;3333333;7.481
45054,5;;8.382
45054,54;6666667;8.779
45054,58;3333333;8.68
45054,62;;7.983
45054,66;6666667;6.978
45054,7;3333333;5.45
45054,75;;4.519
45054,79;6666667;3.788
45054,83;3333333;3.261
45054,87;;3.155
45054,91;6666667;3.155
45054,95;3333333;3.049
45085;;3.155
45085,04;6666667;3.049
45085,08;3333333;2.73
45085,12;;2.837
45085,16;6666667;3.049
45085,2;3333333;3.261
45085,25;;3.261
45085,29;6666667;3.578
45085,33;3333333;4.207
45085,37;;5.347
45085,41;6666667;5.757
45085,45;3333333;7.28
45085,5;;7.682
45085,54;6666667;8.68
45085,58;3333333;8.68
45085,62;;8.779
45085,66;6666667;8.082
45085,7;3333333;7.381
45085,75;;6.268
45085,79;6666667;5.037
45085,83;3333333;4.623
45085,87;;4.519
45085,91;6666667;4.519
45085,95;3333333;4.415
45115;;4.311
45115,04;6666667;4.311
45115,08;3333333;4.102
45115,12;;4.102
45115,16;6666667;3.998
45115,2;3333333;3.472
45115,25;;3.367
45115,29;6666667;3.578
45115,33;3333333;4.102
45115,37;;4.934
45115,41;6666667;5.037
45115,45;3333333;6.064
45115,5;;6.268
45115,54;6666667;5.86
45115,58;3333333;6.37
45115,62;;5.45
45115,66;6666667;4.727
45115,7;3333333;4.934
45115,75;;3.261
45115,79;6666667;2.943
45115,83;3333333;2.837
45115,87;;2.088
45115,91;6666667;2.303
45115,95;3333333;2.517
45146;;2.624
45146,04;6666667;2.73
45146,08;3333333;2.837
45146,12;;3.049
45146,16;6666667;2.943
45146,2;3333333;3.049
45146,25;;2.943
45146,29;6666667;2.837
45146,33;3333333;3.578
45146,37;;4.311
45146,41;6666667;4.207
45146,45;3333333;5.037
45146,5;;4.727
45146,54;6666667;6.978
45146,58;3333333;6.471
45146,62;;6.573
45146,66;6666667;4.831
45146,7;3333333;3.998
45146,75;;3.788
45146,79;6666667;3.472
45146,83;3333333;3.155
45146,87;;2.73
45146,91;6666667;2.73
45146,95;3333333;2.837
45177;;2.73
45177,04;6666667;2.837
45177,08;3333333;2.837
45177,12;;3.155
45177,16;6666667;3.155
45177,2;3333333;2.73
45177,25;;2.73
45177,29;6666667;2.943
45177,33;3333333;3.683
45177,37;;3.893
45177,41;6666667;4.519
45177,45;3333333;5.244
45177,5;;5.962
45177,54;6666667;4.623
45177,58;3333333;4.727
45177,62;;4.207
45177,66;6666667;4.102
45177,7;3333333;3.683
45177,75;;3.155
45177,79;6666667;2.624
45177,83;3333333;2.624
45177,87;;2.624
45177,91;6666667;2.517
45177,95;3333333;2.41
45207;;2.088
45207,04;6666667;2.303
45207,08;3333333;2.41
45207,12;;2.41
45207,16;6666667;2.195
45207,2;3333333;2.088
45207,25;;2.41
45207,29;6666667;2.624
45207,33;3333333;3.472
45207,37;;5.552
45207,41;6666667;7.882
45207,45;3333333;9.768
45207,5;;11.334
45207,54;6666667;13.558
45207,58;3333333;15.76
45207,62;;16.618
45207,66;6666667;25.028
45207,7;3333333;20.043
45207,75;;9.472
45207,79;6666667;2.303
45207,83;3333333;1.764
45207,87;;1.872
45207,91;6666667;0.232
45207,95;3333333;0.343
45238;;1.112
45238,04;6666667;2.517
45238,08;3333333;2.943
45238,12;;3.155
45238,16;6666667;3.261
45238,2;3333333;2.195
45238,25;;2.195
45238,29;6666667;3.472
45238,33;3333333;4.831
45238,37;;6.674
45238,41;6666667;7.582
45238,45;3333333;9.373
45238,5;;8.382
45238,54;6666667;10.259
45238,58;3333333;9.669
45238,62;;8.779
45238,66;6666667;7.782
45238,7;3333333;7.28
45238,75;;5.962
45238,79;6666667;4.831
45238,83;3333333;4.727
